"MSSubClass","MSZoning","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","LowQualFinSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","Functional","Fireplaces","GarageType","GarageFinish","GarageArea","GarageQual","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition"
"20","RL",7200,"Pave","Reg","Bnk","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,7,1972,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ","Unf",0,148,780,"GasA","Ex","Y","SBrkr",0,0,0,1,0,2,1,"TA","Typ",0,"Detchd","Unf",352,"TA","Y",196,0,0,0,0,0,0,1,2008,"WD","Normal"
"20","RL",13072,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",6,5,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ","Unf",0,217,1158,"GasA","Ex","Y","SBrkr",0,1,0,1,1,3,1,"Gd","Typ",0,"Detchd","Unf",576,"TA","Y",0,50,0,0,0,0,0,5,2006,"New","Partial"
"75","RM",7200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2.5Unf",5,7,1996,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf","Unf",0,530,530,"GasA","TA","N","SBrkr",0,0,0,1,0,3,1,"Fa","Typ",0,"Detchd","Unf",288,"TA","N",0,0,144,0,0,0,0,3,2007,"WD","Normal"
"120","RL",6442,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",8,5,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",178,"Gd","TA","PConc","Gd","Gd","Mn","GLQ","Unf",0,1346,1370,"GasA","Ex","Y","SBrkr",0,0,0,2,0,2,1,"Gd","Typ",1,"Attchd","RFn",484,"TA","Y",120,49,0,0,0,0,0,10,2007,"WD","Normal"
"70","RM",10300,"Pave","IR1","Bnk","AllPub","Inside","Gtl","OldTown","RRAn","Feedr","1Fam","2Story",7,6,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Unf","Unf",0,576,576,"GasA","Gd","Y","SBrkr",0,0,0,2,0,3,1,"TA","Typ",0,"Detchd","Unf",480,"TA","Y",12,11,64,0,0,0,0,4,2010,"WD","Normal"
"60","RL",9375,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",573,"TA","TA","PConc","Gd","TA","No","GLQ","Unf",0,318,1057,"GasA","Ex","Y","SBrkr",0,1,0,2,1,3,1,"Gd","Typ",0,"Attchd","RFn",645,"TA","Y",576,36,0,0,0,0,0,2,2009,"WD","Normal"
"60","RL",9591,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",344,"Gd","TA","PConc","Ex","TA","Av","Unf","Unf",0,1143,1143,"GasA","Ex","Y","SBrkr",0,0,0,2,1,4,1,"Gd","Typ",1,"BuiltIn","RFn",852,"TA","Y",192,151,0,0,0,0,0,10,2007,"WD","Normal"
"20","RL",19900,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","PosA","Norm","1Fam","1Story",7,5,1989,"Gable","CompShg","Plywood","Plywood","BrkFace",287,"TA","TA","CBlock","Gd","TA","Gd","GLQ","Unf",0,1035,1947,"GasA","TA","Y","SBrkr",0,1,0,2,0,3,1,"TA","Min1",1,"Attchd","RFn",576,"TA","Y",301,0,0,0,0,0,0,7,2010,"WD","Normal"
"20","RL",10665,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",167,"Gd","TA","PConc","Gd","TA","Av","GLQ","Unf",0,440,1453,"GasA","Ex","Y","SBrkr",0,1,0,2,0,3,1,"Gd","Typ",0,"Attchd","RFn",558,"TA","Y",144,29,0,0,0,0,0,6,2007,"WD","Normal"
"30","RM",4608,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Artery","Norm","1Fam","1Story",4,6,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf","Unf",0,747,747,"GasA","TA","Y","SBrkr",0,0,0,1,0,2,1,"TA","Typ",0,"Attchd","Unf",220,"TA","Y",0,0,0,0,0,0,0,6,2010,"WD","Normal"
"50","RL",15593,"Pave","Reg","Lvl","AllPub","Corner","Gtl","ClearCr","Norm","Norm","1Fam","1.5Fin",7,4,1953,"Gable","CompShg","BrkFace","AsbShng","None",0,"Gd","TA","CBlock","TA","TA","No","BLQ","Unf",0,701,1304,"GasW","TA","Y","SBrkr",0,0,0,2,0,3,1,"TA","Typ",1,"Attchd","Fin",667,"TA","Y",0,21,114,0,0,0,0,7,2006,"WD","Normal"
"20","RL",13651,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,6,1973,"Gable","CompShg","Plywood","Plywood","BrkFace",1115,"TA","Gd","CBlock","Gd","TA","Gd","ALQ","Unf",0,343,2223,"GasA","Ex","Y","SBrkr",0,1,0,2,0,3,1,"TA","Typ",2,"Attchd","Fin",516,"TA","Y",300,0,0,0,0,0,0,2,2007,"WD","Normal"
"20","RL",7599,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story",4,6,2006,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ","Unf",0,280,845,"GasA","TA","Y","SBrkr",0,1,0,1,0,2,1,"TA","Typ",0,"Detchd","Unf",360,"TA","Y",0,0,0,0,0,0,0,6,2007,"WD","Normal"
"60","RL",10141,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,"TA","TA","PConc","Gd","TA","No","Unf","Unf",0,832,832,"GasA","Gd","Y","SBrkr",0,0,0,2,1,3,1,"TA","Typ",1,"Attchd","Fin",427,"TA","Y",0,94,0,0,291,0,0,12,2009,"WD","Normal"
"20","RL",10200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,2003,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",104,"TA","TA","CBlock","TA","TA","No","ALQ","BLQ",362,404,1086,"GasA","Gd","Y","SBrkr",0,1,0,1,0,3,1,"TA","Typ",0,"Attchd","Unf",490,"TA","Y",0,0,0,0,0,0,0,5,2010,"WD","Normal"
"50","RM",5790,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",3,6,1950,"Gambrel","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","CBlock","Fa","TA","No","Unf","Unf",0,840,840,"GasA","Gd","N","SBrkr",0,0,0,2,0,3,2,"TA","Typ",0,"Detchd","Unf",379,"TA","Y",0,0,202,0,0,0,0,5,2010,"WD","Normal"
"180","RM",1596,"Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SLvl",4,5,1973,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Gd","GLQ","Unf",0,0,462,"GasA","TA","Y","SBrkr",0,1,0,1,0,2,1,"TA","Typ",0,"BuiltIn","Unf",297,"TA","Y",120,101,0,0,0,0,0,11,2009,"WD","Normal"
"20","RL",8475,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,7,1956,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ","Unf",0,724,952,"GasA","Ex","Y","FuseA",0,0,0,1,0,2,1,"TA","Typ",0,"Detchd","Unf",283,"TA","Y",0,0,0,0,0,0,0,4,2008,"WD","Normal"
"50","RM",8635,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,5,2001,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ","GLQ",41,295,672,"GasA","TA","Y","SBrkr",0,1,0,1,0,2,1,"TA","Min1",0,"Detchd","Unf",240,"TA","Y",0,0,0,0,0,0,0,1,2008,"WD","Normal"
"90","RL",10778,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","Duplex","1Story",4,5,1968,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf","Unf",0,1768,1768,"GasA","TA","N","SBrkr",0,0,0,2,0,4,2,"TA","Typ",0,"Detchd","Unf",0,"TA","Y",0,0,0,0,0,0,0,4,2010,"WD","Normal"
"50","RM",10440,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,6,1981,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf","Unf",0,440,440,"GasA","Gd","Y","SBrkr",0,0,0,1,1,2,1,"TA","Typ",0,"Detchd","Unf",440,"TA","Y",74,0,128,0,0,0,0,5,2009,"WD","Normal"
"60","RL",13000,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","2Story",6,6,1968,"Gable","CompShg","VinylSd","VinylSd","BrkFace",576,"TA","Gd","CBlock","Gd","TA","No","Rec","Unf",0,448,896,"GasA","TA","Y","SBrkr",0,0,0,2,1,4,1,"Gd","Typ",1,"Attchd","Fin",509,"TA","Y",0,72,0,0,252,0,0,6,2009,"WD","Normal"
"120","RM",4500,"Pave","Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story",6,5,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",443,"TA","Gd","PConc","Ex","Gd","No","GLQ","Unf",0,36,1237,"GasA","Ex","Y","SBrkr",0,1,0,2,0,2,1,"TA","Typ",0,"Attchd","Fin",405,"TA","Y",0,199,0,0,0,0,0,3,2006,"WD","Normal"
"20","RL",10206,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",468,"TA","TA","PConc","Gd","TA","No","GLQ","Unf",0,1530,1563,"GasA","Ex","Y","SBrkr",0,0,0,2,0,3,1,"Gd","Typ",1,"Attchd","RFn",758,"TA","Y",144,99,0,0,0,0,0,10,2008,"WD","Normal"
"20","RL",8892,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1960,"Gable","CompShg","MetalSd","MetalSd","BrkCmn",66,"TA","TA","CBlock","TA","TA","No","Unf","Unf",0,1065,1065,"GasA","Gd","Y","SBrkr",0,0,0,1,1,3,1,"TA","Typ",0,"Detchd","Unf",461,"TA","Y",74,0,0,0,0,0,0,7,2007,"COD","Normal"
"80","RL",8530,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","SLvl",7,5,1996,"Gable","CompShg","HdBoard","HdBoard","BrkFace",22,"TA","TA","PConc","Gd","TA","No","Unf","Unf",0,384,384,"GasA","Gd","Y","SBrkr",0,0,0,2,1,3,1,"TA","Typ",1,"BuiltIn","Fin",400,"TA","Y",120,72,0,0,0,0,700,5,2009,"WD","Normal"
"60","RL",16059,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1992,"Hip","CompShg","HdBoard","HdBoard","BrkFace",284,"Gd","TA","CBlock","Gd","TA","No","Unf","Unf",0,1288,1288,"GasA","Ex","Y","SBrkr",0,0,0,2,1,4,1,"Gd","Typ",1,"Attchd","Unf",462,"TA","Y",127,82,0,0,0,0,0,4,2006,"WD","Normal"
"60","RL",11911,"Pave","IR2","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf","Unf",0,684,684,"GasA","Ex","Y","SBrkr",0,0,0,2,1,3,1,"Gd","Typ",1,"BuiltIn","Fin",400,"TA","Y",100,38,0,0,0,0,0,3,2009,"WD","Normal"
"160","FV",3951,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,2009,"Gable","CompShg","VinylSd","VinylSd","Stone",76,"Gd","TA","PConc","Gd","TA","Av","Unf","Unf",0,612,612,"GasA","Ex","Y","SBrkr",0,0,0,2,1,2,1,"Gd","Typ",0,"Detchd","RFn",528,"TA","Y",0,234,0,0,0,0,0,6,2009,"New","Partial"
"50","C (all)",8470,"Pave","IR1","Lvl","AllPub","Corner","Gtl","IDOTRR","Feedr","Feedr","1Fam","1.5Fin",3,2,1982,"Hip","CompShg","Plywood","Plywood","None",0,"Fa","Fa","CBlock","TA","Fa","No","Unf","Unf",0,1013,1013,"GasA","TA","N","SBrkr",513,0,0,1,0,2,1,"Fa","Typ",0,"Detchd","Unf",0,"TA","N",0,0,156,0,0,0,0,10,2009,"ConLD","Abnorml"
"20","RL",8070,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",4,5,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ","Unf",0,402,990,"GasA","Ex","Y","SBrkr",0,1,0,1,0,3,1,"TA","Typ",0,"Detchd","Unf",0,"TA","Y",0,0,0,0,0,0,0,8,2007,"WD","Normal"
"20","RL",7200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1950,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","Slab","TA","TA","No","BLQ","Unf",0,0,0,"GasA","TA","Y","FuseA",0,0,0,1,0,2,1,"TA","Typ",0,"Detchd","Unf",420,"TA","Y",0,29,0,0,0,0,0,7,2006,"WD","Normal"
"20","RL",8500,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,3,1961,"Hip","CompShg","HdBoard","HdBoard","BrkCmn",203,"TA","TA","CBlock","TA","TA","No","Rec","Unf",0,635,1235,"GasA","TA","Y","SBrkr",0,0,0,1,0,2,1,"TA","Typ",0,"Attchd","Unf",480,"TA","Y",0,0,0,0,0,0,0,12,2006,"WD","Abnorml"
"30","RL",13360,"Pave","IR1","HLS","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",5,7,2006,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","Gd","TA","No","ALQ","Unf",0,163,876,"GasA","Ex","Y","SBrkr",0,1,0,1,0,2,1,"TA","Typ",0,"Detchd","Unf",432,"TA","Y",0,0,44,0,0,0,0,8,2009,"WD","Normal"
"190","C (all)",7200,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","2fmCon","2.5Unf",6,6,1998,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","Mn","Rec","Unf",0,168,1214,"GasW","Ex","N","SBrkr",0,0,1,2,0,4,2,"TA","Typ",1,"Detchd","Unf",506,"TA","Y",0,0,0,0,99,0,0,11,2007,"WD","Normal"
"60","RL",9337,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",6,5,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","TA","No","GLQ","Unf",0,176,824,"GasA","Ex","Y","SBrkr",0,1,0,2,1,3,1,"Gd","Typ",0,"Attchd","RFn",684,"TA","Y",0,162,0,0,0,0,0,5,2007,"WD","Normal"
"60","RL",9765,"Pave","IR2","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,8,1993,"Gable","CompShg","VinylSd","VinylSd","BrkFace",68,"Ex","Gd","PConc","Gd","Gd","No","ALQ","Unf",0,370,680,"GasA","Gd","Y","SBrkr",0,0,0,2,1,3,1,"TA","Typ",1,"BuiltIn","Fin",420,"TA","Y",232,63,0,0,0,0,480,4,2009,"WD","Normal"
"20","RL",10264,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",183,"Gd","TA","PConc","Gd","TA","Av","ALQ","Unf",0,426,1588,"GasA","Ex","Y","SBrkr",0,0,0,2,0,3,1,"Gd","Typ",0,"Attchd","RFn",472,"TA","Y",158,29,0,0,0,0,0,8,2006,"WD","Normal"
"20","RL",10921,"Pave","Reg","HLS","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,5,1965,"Hip","CompShg","HdBoard","HdBoard","BrkFace",48,"TA","TA","CBlock","TA","TA","No","Rec","Unf",0,440,960,"GasA","TA","Y","FuseF",0,1,0,1,0,3,1,"TA","Typ",0,"Attchd","Fin",432,"TA","P",120,0,0,0,0,0,0,5,2007,"WD","Normal"
"30","RL",10625,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ","Unf",0,350,458,"GasA","Fa","N","SBrkr",0,0,0,1,0,2,1,"TA","Typ",0,"Basment","Unf",366,"Fa","Y",0,0,77,0,0,0,400,5,2010,"COD","Abnorml"
"20","RL",9320,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1959,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ","Unf",0,381,950,"GasA","Fa","Y","SBrkr",0,1,0,1,1,3,1,"TA","Typ",0,"Attchd","Unf",0,"TA","Y",352,0,0,0,0,0,400,1,2010,"WD","Normal"
"20","RL",10603,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,7,2001,"Gable","CompShg","Plywood","Plywood","BrkFace",28,"TA","TA","PConc","TA","TA","Mn","ALQ","Unf",0,410,1610,"GasA","Gd","Y","SBrkr",0,1,0,2,0,3,1,"Gd","Typ",2,"Attchd","RFn",480,"TA","Y",168,68,0,0,0,0,0,2,2010,"WD","Normal"
"60","RL",9206,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1985,"Gable","CompShg","HdBoard","HdBoard","BrkFace",336,"Gd","TA","CBlock","Gd","TA","No","Unf","Unf",0,741,741,"GasA","TA","Y","SBrkr",0,0,0,2,1,3,1,"Gd","Typ",1,"Attchd","Fin",476,"TA","Y",192,46,0,0,0,0,0,6,2010,"WD","Normal"
"90","RL",7018,"Pave","Reg","Bnk","AllPub","Inside","Gtl","SawyerW","Norm","Norm","Duplex","1Story",5,5,1979,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Fa","Slab","Gd","TA","No","GLQ","Unf",0,0,0,"GasA","TA","Y","SBrkr",0,0,0,2,0,4,2,"TA","Typ",0,"Attchd","Unf",410,"TA","Y",0,0,0,0,0,0,0,6,2009,"WD","Alloca"
"20","RL",10402,"Pave","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2009,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf","Unf",0,1226,1226,"GasA","Ex","Y","SBrkr",0,0,0,2,0,3,1,"Gd","Typ",0,"Attchd","RFn",740,"TA","Y",0,36,0,0,0,0,0,5,2010,"WD","Normal"
"50","RM",7758,"Pave","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",7,4,1950,"Gable","CompShg","Stucco","Stucco","BrkFace",600,"TA","Fa","PConc","TA","TA","No","LwQ","Unf",0,816,1040,"GasA","Ex","Y","FuseF",0,0,0,1,1,4,1,"TA","Typ",2,"Detchd","Unf",240,"TA","Y",0,0,0,0,184,0,0,6,2007,"WD","Normal"
"60","FV",9375,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",768,"Gd","TA","PConc","Ex","TA","No","Unf","Unf",0,1053,1053,"GasA","Ex","Y","SBrkr",0,0,0,2,1,3,1,"Gd","Typ",1,"Attchd","RFn",648,"TA","Y",140,45,0,0,0,0,0,8,2008,"WD","Normal"
"30","RM",10800,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",4,7,1995,"Mansard","CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf","Unf",0,641,641,"GasA","Gd","Y","SBrkr",0,0,0,1,0,2,1,"TA","Typ",0,"Detchd","Unf",273,"Fa","N",0,0,0,0,0,0,450,8,2007,"WD","Normal"
"20","RM",6000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,5,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ","BLQ",169,516,789,"GasA","Ex","Y","SBrkr",0,0,0,1,0,2,1,"TA","Typ",0,"Detchd","Unf",250,"TA","Y",0,0,0,0,0,0,0,4,2008,"WD","Partial"
"50","RM",8500,"Pave","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Artery","Norm","1Fam","1.5Fin",5,7,2005,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","TA","TA","No","Unf","Unf",0,793,793,"GasW","TA","N","FuseF",0,0,0,2,0,3,1,"Fa","Typ",0,"Detchd","Unf",0,"TA","N",0,0,144,0,0,0,0,8,2007,"WD","Normal"
"20","RL",11751,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,6,1977,"Hip","CompShg","Plywood","Plywood","BrkFace",480,"TA","TA","CBlock","Gd","TA","No","BLQ","Unf",0,1139,1844,"GasA","Ex","Y","SBrkr",0,0,0,2,0,3,1,"TA","Typ",1,"Attchd","RFn",546,"TA","Y",0,122,0,0,0,0,0,1,2010,"COD","Normal"
"50","RL",9525,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",6,4,1972,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","Fa","No","Rec","Unf",0,550,994,"GasA","Gd","Y","SBrkr",0,0,0,2,0,4,1,"TA","Typ",0,"Attchd","Unf",325,"TA","Y",182,0,0,0,0,0,0,10,2006,"WD","Normal"
"80","RL",7750,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","SLvl",7,5,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ","Unf",0,134,384,"GasA","Ex","Y","SBrkr",0,0,0,2,1,3,1,"TA","Typ",1,"BuiltIn","Fin",400,"TA","Y",180,0,0,0,0,0,0,4,2010,"WD","Normal"
"60","RL",9965,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",220,"Gd","TA","PConc","Ex","TA","Av","GLQ","Unf",0,280,1264,"GasA","Ex","Y","SBrkr",0,1,0,2,1,4,1,"Ex","Typ",1,"BuiltIn","Fin",792,"TA","Y",120,184,0,0,168,0,0,10,2007,"New","Partial"
"20","RL",21000,"Pave","Reg","Bnk","AllPub","Corner","Gtl","Crawfor","Norm","Norm","1Fam","1Story",6,5,1953,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",184,"TA","Gd","CBlock","Gd","TA","Mn","ALQ","Rec",869,905,1809,"GasA","TA","Y","SBrkr",0,1,0,2,0,3,1,"Gd","Typ",2,"Basment","Unf",450,"TA","Y",166,120,192,0,0,0,0,10,2007,"COD","Abnorml"
"70","RL",7259,"Pave","IR1","Lvl","AllPub","Inside","Mod","Crawfor","Norm","Norm","1Fam","2Story",6,8,2002,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","ALQ","LwQ",150,104,1028,"GasA","Ex","Y","SBrkr",0,1,0,2,1,3,1,"Gd","Typ",1,"Detchd","Unf",180,"TA","Y",224,0,0,0,0,0,0,7,2007,"WD","Normal"
"160","FV",3230,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,1999,"Gable","CompShg","MetalSd","MetalSd","BrkFace",1129,"TA","TA","PConc","Gd","TA","No","GLQ","Unf",0,310,729,"GasA","Gd","Y","SBrkr",0,0,0,2,1,2,1,"TA","Typ",1,"Detchd","Unf",440,"TA","Y",0,32,0,0,0,0,0,6,2007,"WD","Normal"
"20","RL",11616,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1962,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",116,"TA","TA","CBlock","TA","TA","No","LwQ","BLQ",670,252,1092,"GasA","TA","Y","SBrkr",0,0,1,1,0,3,1,"TA","Typ",1,"Attchd","Unf",288,"TA","Y",0,20,144,0,0,0,0,9,2009,"WD","Normal"
"20","RL",8536,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf","Unf",0,1125,1125,"GasA","Gd","Y","SBrkr",0,0,0,1,1,2,1,"TA","Typ",0,"Attchd","Unf",430,"TA","Y",80,64,0,0,0,0,0,4,2007,"New","Partial"
"60","RL",12376,"Pave","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1990,"Hip","CompShg","Plywood","Plywood","None",0,"TA","TA","PConc","Gd","TA","Mn","GLQ","Unf",0,203,1673,"GasA","Gd","Y","SBrkr",0,1,0,3,0,5,1,"Gd","Typ",2,"Attchd","Unf",594,"TA","Y",367,0,0,0,0,0,0,5,2010,"WD","Normal"
"60","RL",8461,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",6,5,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf","Unf",0,728,728,"GasA","Ex","Y","SBrkr",0,0,0,2,1,3,1,"Gd","Typ",1,"Attchd","Fin",390,"TA","Y",0,24,0,0,0,0,0,7,2006,"New","Partial"
